"id","statuses_count","followers_count","friends_count","favourites_count","listed_count","retweet_count","reply_count","favorite_count","num_hashtags","num_urls","num_mentions"
"198678682","5217","254","170","67","3","1.21",\N,"0.02","0.82","0.77","0.29"
"199147059","30","9","37","0","0","0.00",\N,"0.00","0.04","0.48","0.43"
"199597851","2894","80","145","10","1","26.53",\N,"0.01","0.25","0.45","0.43"
"200293129","4140","205","770","10","1","4.84",\N,"0.07","0.13","0.40","1.02"
"200482073","324","82","128","8","0","4.03",\N,"0.03","0.35","0.04","0.25"
"201012406","5315","219","383","186","3","6.35",\N,"0.15","0.35","0.02","0.57"
"201724641","85","25","103","0","1","30.41","0.04","0.00","0.41","0.77","0.31"
"202220813","2892","1241","360","18","25","20.18","0.42","0.27","0.38","0.24","1.08"
"202244649","593","193","879","16","0","2.35",\N,"0.02","0.35","0.09","0.74"
"202326763","308","20","77","15","0","273.76","0.01","0.00","0.60","0.33","1.09"
"202555952","18860","1377","693","646","50","1.65",\N,"0.46","0.67","0.11","1.47"
"203107523","1806","193","117","393","1","3.30",\N,"0.04","0.22","0.30","0.36"
"203583202","801","53","201","21","3","1182.65","0.11","0.07","0.45","0.13","0.89"
"204299339","1096","45","289","84","0","16.82",\N,"0.04","1.59","0.11","0.41"
"204444302","1749","112","87","2","10","3.99","0.03","0.02","0.45","0.63","0.77"
"204480603","759","286","1625","2","1","1658.43",\N,"0.01","0.31","0.54","0.58"
"204808236","407","244","449","1","3","9.47","0.12","0.05","0.89","0.43","0.61"
"206326866","5","12","3","0","0","0.20","0.00","0.00","0.60","0.40","0.40"
"206615715","5311","1249","886","296","37","2.66",\N,"0.12","0.44","0.33","1.14"
"207070244","49836","1382","1006","387","11","313.10",\N,"0.08","0.29","0.28","0.65"
"207138462","3","8","24","0","0","0.00","0.00","0.00","0.50","0.50","1.00"
"207490418","3054","548","1968","6","3","36.08","0.23","0.05","0.71","0.15","0.69"
"209128079","903","126","273","6","1","977.85",\N,"0.08","0.91","0.04","0.66"
"209559462","360","14","38","4","0","89.66",\N,"0.01","1.34","0.19","0.64"
"209733883","7227","786","834","2356","9","18.94",\N,"0.13","0.56","0.11","0.86"
"210459173","19620","1084","899","38","26","329.60",\N,"0.12","0.48","0.12","0.57"
"210483287","595","102","219","19","2","69.75",\N,"0.02","0.23","0.33","0.86"
"210514893","1215","105","547","14","0","135.22",\N,"0.02","0.40","0.08","0.71"
"210525855","5162","109","199","106","2","357.14","0.21","0.04","0.41","0.14","0.63"
"211462267","4654","249","389","386","1","15.81","0.47","0.19","0.60","0.03","0.76"
"211487690","634","430","546","5","3","22.08",\N,"0.05","0.82","0.33","0.98"
"211904475","2941","1230","1428","40","54","2.62",\N,"0.11","1.81","0.49","0.70"
"212175167","3784","336","787","173","3","173.73",\N,"0.06","0.30","0.16","1.50"
"212292079","185","12","66","4","0","27.35",\N,"0.01","0.19","0.53","0.43"
"212724606","288","42","148","21","3","664.71",\N,"0.04","0.19","0.31","1.13"
"212953427","440","58","256","1","1","45.84",\N,"0.01","0.29","0.18","0.66"
"213061611","1799","97","348","36","1","31.06",\N,"0.02","0.44","0.16","0.50"
"213981500","728","139","45","2","4","22.08","0.08","0.05","0.53","0.52","0.74"
"214967682","244","27","111","20","0","161.56","0.21","0.01","0.23","0.22","0.61"
"215216086","1200","4878","5335","2899","13","10.28",\N,"0.15","0.24","0.39","1.12"
"215992174","17","21","44","0","0","84.29","0.00","0.06","0.12","0.59","0.88"
"216361529","1336","152","193","355","0","16.92",\N,"0.08","0.37","0.15","0.42"
"216522413","19172","4573","831","4845","77","4.78",\N,"0.66","0.05","0.06","0.86"
"216790973","648","95","89","59","3","375.30",\N,"0.02","0.65","0.42","0.50"
"217232725","27","17","86","3","0","1.96","0.04","0.00","1.00","0.19","0.37"
"217350735","225","77","178","219","1","8.34",\N,"0.06","0.43","0.37","0.93"
"217533156","1502","344","428","110","0","507.39",\N,"0.03","0.38","0.04","0.39"
"218071279","276","87","171","40","1","142.74",\N,"0.02","0.89","0.45","0.46"
"218092490","892","37","660","1","0","62.43",\N,"0.01","1.34","0.08","0.43"
"219346690","4775","209","1163","8","2","52.49",\N,"0.02","0.99","0.13","1.28"
"219617010","446","111","528","15","0","93.33",\N,"0.03","0.48","0.14","0.61"
"220859239","2336","320","228","5","1","12.87","0.01","0.03","1.85","0.57","0.51"
"221173559","1580","834","993","53","2","710.17",\N,"0.07","0.62","0.33","0.93"
"221690177","2541","143","276","231","3","47.14",\N,"0.06","0.49","0.12","1.07"
"221742699","205","41","175","3","0","23.35",\N,"0.01","0.38","0.14","1.01"
"221964205","658","225","342","30","6","452.49","0.25","0.01","0.41","0.45","0.41"
"222579656","7654","154","198","1079","2","209.79",\N,"0.10","0.42","0.20","1.22"
"222893837","575","857","1033","1","7","3.51","0.06","0.01","0.53","0.36","0.61"
"223007169","165","15","80","9","2","165.72","0.05","0.01","0.38","0.10","0.88"
"223533298","982","75","290","89","0","16.50",\N,"0.09","0.28","0.12","0.90"
"223840972","630","86","185","1","2","4.53",\N,"0.01","0.89","0.48","0.79"
"225045616","512","99","163","25","0","526.00",\N,"0.04","0.71","0.43","0.51"
"225060606","94","21","51","6","1","17.36","0.32","0.09","0.79","0.31","1.38"
"225323618","6566","313","646","135","8","15.66",\N,"0.03","0.43","0.28","1.09"
"226197498","16432","1119","1529","2215","13","22.03",\N,"0.22","0.17","0.09","1.35"
"226576785","1905","287","491","89","1","162.43","0.06","0.07","0.65","0.54","0.96"
"226923750","1389","60","87","14","0","16.97","0.06","0.06","0.53","0.15","0.89"
"226964193","16490","260","350","1492","2","449.36",\N,"0.06","0.24","0.24","0.55"
"227817668","26","11","93","2","0","55.81",\N,"0.00","0.15","0.23","1.15"
"228056042","9317","161","195","2","3","37.00",\N,"0.04","0.25","0.14","0.95"
"228306355","891","68","267","5","1","8.00",\N,"0.02","0.61","0.15","0.68"
"228708687","1325","107","98","263","0","30.34",\N,"0.08","0.63","0.08","0.58"
"228711740","4037","2158","1370","438","19","100.85","0.44","0.54","0.60","0.07","0.43"
"229298733","2186","193","320","24","1","4.09",\N,"0.03","0.98","0.47","0.83"
"229758375","1924","62","157","426","1","82.54",\N,"0.03","0.50","0.18","1.33"
"231058132","189","27","54","17","0","238.87",\N,"0.02","0.53","0.39","1.09"
"231377654","3316","378","662","3","4","23.97",\N,"0.03","0.71","0.23","0.59"
"232560751","10677","2436","1978","1204","10","13.33",\N,"0.33","0.59","0.02","1.64"
"233245609","1080","79","360","10","0","17.08",\N,"0.01","0.61","0.21","0.94"
"233287464","1828","129","340","15","0","12.52",\N,"0.09","0.11","0.05","0.97"
"233533428","3441","208","478","209","2","36.71","0.20","0.16","0.41","0.23","0.41"
"233890781","159","24","67","6","1","99.12","0.05","0.04","0.86","0.20","0.79"
"233959454","3074","445","618","501","11","9.81",\N,"0.11","0.62","0.58","1.03"
"234430637","538","63","165","9","1","42.08","0.03","0.03","0.39","0.66","0.46"
"234715592","798","29","105","3","0","17.12",\N,"0.01","0.32","0.80","0.96"
"235303172","642","68","122","190","0","29.62",\N,"0.03","0.41","0.14","0.43"
"237747438","2818","101","229","557","0","319.17",\N,"0.02","0.18","0.14","0.86"
"237886553","48","20","97","3","0","0.00","0.00","0.00","0.06","0.80","0.34"
"238107344","1260","105","230","25","1","18.67",\N,"0.02","0.35","0.38","0.55"
"238505344","3032","230","821","30","2","8.94","0.01","0.03","1.23","0.70","0.70"
"240173232","1575","30","32","5","6","10.27","0.05","0.03","0.23","0.83","0.72"
"240346934","4279","132","892","6","2","2.57",\N,"0.02","0.13","0.84","0.09"
"240821668","30","16","32","2","0","61.86","0.28","0.00","0.31","0.21","0.72"
"242064566","49","166","417","6","3","18.14",\N,"0.06","0.35","0.10","0.55"
"242123621","362","72","112","1","0","69.75",\N,"0.00","0.67","0.29","0.96"
"242272799","1021","92","391","21","2","21.76","0.09","0.02","0.61","0.24","0.70"
"242301103","3427","396","962","13","5","131.19",\N,"0.01","0.58","0.28","1.15"
"242319331","52","24","137","0","0","11.21",\N,"0.00","0.31","0.58","0.35"
"242341704","24423","1057","1433","1834","16","85.70",\N,"0.14","0.42","0.02","0.41"
"243891976","1670","257","1462","145","2","57.47",\N,"0.01","0.28","0.20","1.10"
"244625605","1206","80","346","14","0","218.85",\N,"0.03","0.06","0.08","0.88"
"245306807","2161","150","137","266","1","416.10",\N,"0.13","0.74","0.05","1.13"
"245430145","518","148","488","17","0","11.29",\N,"0.02","0.71","0.26","0.89"
"245953131","1379","66","662","236","0","24.47",\N,"0.06","0.30","0.16","1.04"
"245970658","3332","269","253","281","1","42.29",\N,"0.08","0.31","0.05","0.66"
"246208736","4235","111","163","47","2","2.69",\N,"0.07","1.00","0.10","0.46"
"246886628","1075","75","160","163","0","6.07",\N,"0.02","0.09","0.07","0.47"
"248134718","119","30","132","4","0","218.26","0.15","0.05","0.51","0.23","1.17"
"248292381","23","6","30","4","0","194.17",\N,"0.00","0.13","0.04","0.96"
"249122012","438","35","316","2","0","0.20",\N,"0.02","0.57","0.01","1.16"
"249692862","103","14","50","0","0","65.89",\N,"0.01","0.94","0.25","0.84"
"250171190","2053","597","1994","19","4","15.55",\N,"0.04","0.39","0.09","0.83"
"250842076","639","48","123","1","1","5.19",\N,"0.04","0.68","0.05","0.38"
"250851165","3863","102","90","457","1","14.88",\N,"0.08","1.26","0.08","0.46"
"251313896","1573","54","109","37","1","12.78",\N,"0.00","0.30","0.54","0.39"
"251500925","506","20","22","6","0","5.85",\N,"0.01","1.07","0.22","0.48"
"252516822","1823","118","275","42","5","467.71",\N,"0.02","0.57","0.46","1.02"
"252679829","1235","261","360","323","3","6.46","0.30","0.25","1.26","0.23","1.54"
"252686122","1598","39","74","16","2","22.67",\N,"0.03","0.72","0.22","0.98"
"252688673","5285","170","256","625","1","160.72",\N,"0.14","0.15","0.11","0.65"
"253281330","768","68","143","60","0","172.56",\N,"0.07","0.27","0.03","0.95"
"254497239","1891","235","169","1","16","50.65","0.08","0.11","0.39","0.42","1.14"
"254558097","1350","64","427","767","0","148.08",\N,"0.04","0.39","0.22","0.99"
"254602977","619","164","375","110","6","1.04","0.14","0.24","0.95","0.73","1.05"
"255499265","5774","246","510","31","0","332.63","0.13","0.02","0.40","0.37","1.28"
"255559955","309","280","149","31","7","16.60",\N,"0.11","0.96","0.44","0.89"
"255656786","2386","338","400","810","6","189.98",\N,"0.18","0.88","0.33","0.52"
"256598881","741","311","904","62","3","47.11",\N,"0.01","0.43","0.36","0.75"
"256689270","217","47","73","216","0","27.19",\N,"0.04","0.29","0.06","1.24"
"257111136","8","9","26","1","0","3.57","0.00","0.00","0.57","0.57","1.86"
"257399906","1550","256","490","176","0","95.21",\N,"0.20","0.60","0.04","0.48"
"257400824","2999","353","235","203","10","4.74","0.05","0.05","2.03","0.81","0.91"
"258762800","438","23","106","3","0","67.72",\N,"0.01","0.16","0.09","0.83"
"259160079","2074","94","361","216","0","400.84",\N,"0.05","0.24","0.11","0.87"
"259428725","1188","65","235","1","1","15.27",\N,"0.03","0.58","0.04","0.67"
"259680844","194","46","107","6","2","24.01",\N,"0.01","0.74","0.20","1.65"
"259773527","2698","136","222","159","0","28.25",\N,"0.12","0.55","0.07","0.62"
"259894552","1347","70","255","6","0","43.86",\N,"0.01","0.34","0.15","1.02"
"259934562","1148","141","599","20","2","32.57",\N,"0.07","1.63","0.21","0.83"
"260636096","3511","156","516","87","1","40.50",\N,"0.02","0.29","0.38","0.89"
"260693820","3693","172","370","105","0","4.35",\N,"0.07","0.29","0.11","0.33"
"261223538","9950","658","701","18","11","9.13",\N,"0.09","0.23","0.03","0.74"
"262100774","15238","516","801","30","3","19.33",\N,"0.17","0.15","0.10","0.92"
"262165317","195","19","53","58","0","33.47",\N,"0.03","0.57","0.13","0.45"
"262199092","3053","155","285","390","0","60.93",\N,"0.02","0.33","0.09","0.46"
"262235136","1086","141","249","1015","3","10.77",\N,"0.30","0.32","0.04","1.37"
"262328083","977","70","202","138","1","34.99",\N,"0.08","0.62","0.15","1.40"
"262898875","2846","289","201","61","9","12.31",\N,"0.02","0.88","0.14","1.22"
"263278290","948","66","236","0","1","40.69",\N,"0.01","0.85","0.53","0.90"
"264133279","80","34","117","0","1","41.01","0.06","0.00","0.19","0.61","0.87"
"264333523","3134","191","778","80","2","80.66",\N,"0.06","0.34","0.13","0.76"
"264801154","2171","189","313","148","0","102.34",\N,"0.04","0.32","0.03","0.58"
"265017059","1514","72","118","48","1","200.17","0.30","0.23","0.40","0.03","0.74"
"265419912","1583","230","273","417","1","40.15",\N,"0.09","0.23","0.08","1.04"
"265529493","69","40","56","0","0","59.93",\N,"0.03","0.54","0.09","0.39"
"265731317","50","49","159","0","0","8.33","0.06","0.02","0.71","0.13","0.71"
"267989312","433","57","254","10","1","17.93","0.01","0.02","0.88","0.20","0.88"
"268773741","2177","88","281","437","1","402.99",\N,"0.01","0.94","0.17","0.62"
"269535022","1848","778","1999","0","3","21.76",\N,"0.04","1.41","0.25","0.38"
"270472440","2230","93","159","401","3","8.56",\N,"0.06","0.43","0.05","0.78"
"271032827","165","30","314","1","0","55.59",\N,"0.00","0.51","0.05","0.48"
"271374532","132","13","48","106","0","441.00","0.06","0.04","0.14","0.26","1.23"
"272121120","740","38","93","22","2","48.40","0.08","0.02","1.27","0.21","0.54"
"272876921","17681","937","1491","105","18","14.89",\N,"0.36","0.54","0.18","1.08"
"272911207","2536","118","135","45","4","168.28","0.07","0.04","0.56","0.35","0.85"
"273686840","5845","611","745","547","9","48.61",\N,"0.05","0.42","0.18","1.80"
"274536794","3144","93","239","461","1","627.15",\N,"0.03","0.59","0.17","0.62"
"275183383","136","13","65","1","0","1081.32","0.11","0.02","0.48","0.64","0.70"
"276983152","302","49","228","8","0","376.22","0.01","0.00","0.48","0.43","1.08"
"278618602","2481","165","175","762","8","59.75",\N,"0.06","0.31","0.26","1.18"
"279139861","5544","260","522","124","1","13.34",\N,"0.12","0.06","0.04","0.33"
"279147035","556","237","358","38","3","1.93",\N,"0.03","0.46","0.53","0.61"
"279211405","660","757","263","34","22","2.18",\N,"0.50","0.44","0.24","0.67"
"279461605","331","95","396","8","0","34.82",\N,"0.05","0.70","0.26","1.29"
"279557700","4633","158","413","59","4","24.27",\N,"0.04","0.78","0.04","1.19"
"279644158","13511","1103","1999","1069","14","3072.60",\N,"0.04","0.28","0.08","0.73"
"281234838","33","19","29","0","0","2.24","0.21","0.00","0.27","0.21","1.06"
"281623827","690","67","132","0","1","1.29","0.29","0.06","0.06","0.04","0.64"
"282523842","336","24","111","44","1","75.57","0.11","0.02","0.23","0.20","0.93"
"282738890","4","33","523","0","0","175.75",\N,"0.00","0.00","0.00","0.75"
"283013230","218","50","158","0","0","161.08","0.08","0.00","0.62","0.23","0.83"
"283521316","1420","49","97","36","0","59.29",\N,"0.01","0.15","0.12","0.30"
"283906965","1277","190","275","11","2","0.56",\N,"0.02","0.52","0.06","0.69"
"284481700","2692","591","899","43","5","355.82",\N,"0.03","0.53","0.29","0.93"
"284657297","2882","63","428","8","2","94.56",\N,"0.01","0.21","0.20","0.56"
"285724171","2500","90","137","504","1","11.40",\N,"0.07","0.62","0.02","0.23"
"286690782","498","167","37","0","0","1.49","0.60","0.04","0.09","0.03","1.38"
"286790717","847","49","79","2","0","22.15",\N,"0.01","0.63","0.22","0.50"
"286798567","19978","866","1524","580","18","2087.01",\N,"0.03","0.26","0.05","0.67"
"286841761","13798","850","862","1584","8","20.70","0.27","0.22","0.24","0.18","1.12"
"287557719","668","38","71","204","0","42.98",\N,"0.07","0.51","0.12","0.81"
"288148846","2388","122","342","83","1","30.82",\N,"0.04","0.50","0.20","0.73"
"288798453","146","47","315","1","0","98.01",\N,"0.00","0.47","0.17","0.68"
"289859824","4542","184","204","1686","2","292.70",\N,"0.08","0.41","0.14","0.87"
"290147254","33","25","51","3","0","0.10","0.07","0.07","0.23","0.23","0.70"
"290494853","1575","105","258","33","2","2.41","0.09","0.07","0.58","0.22","0.65"
"290585680","2699","270","727","201","1","35.92","0.03","0.01","0.71","0.25","0.98"
"290723075","22679","560","661","381","7","8.20",\N,"0.17","0.18","0.10","0.94"
"290734286","6151","104","190","28","2","22.16",\N,"0.02","0.12","0.12","0.95"
"291290779","576","78","209","0","2","18.83",\N,"0.01","0.60","0.09","0.43"
"291314239","129","8","78","1","0","66.22",\N,"0.02","0.53","0.05","0.64"
"291403211","8784","353","582","37","3","9.47",\N,"0.11","0.46","0.12","0.64"
"291949510","9022","1405","2001","1065","18","10.91","0.35","0.25","0.49","0.14","1.36"
"292565648","2291","93","287","290","0","71.95",\N,"0.02","0.54","0.30","0.61"
"292577710","145","17","72","1","0","251.29",\N,"0.00","0.56","0.13","0.32"
"292912980","1029","207","414","0","3","32.78",\N,"0.04","0.60","0.04","0.60"
"293394867","16722","751","1953","1740","10","27.12",\N,"0.06","0.49","0.28","1.69"
"294182639","104","15","27","1","2","7962.74","0.01","0.00","0.20","0.88","0.63"
"295168932","1406","319","1027","22","1","3.88",\N,"0.05","0.49","0.19","0.29"
"295578583","1346","174","69","3","10","1.21",\N,"0.07","0.90","0.37","0.45"
"295788103","18528","852","1409","88","9","2.84",\N,"0.11","0.51","0.19","0.60"
"295961505","1166","82","92","511","0","3.11",\N,"0.05","0.45","0.19","1.00"
"296876973","3266","384","1172","39","6","276.26",\N,"0.02","0.58","0.47","0.59"
"296999433","507","34","88","35","0","65.21",\N,"0.02","0.34","0.08","0.83"
"297012777","3190","105","42","354","0","3126.35",\N,"0.05","0.10","0.04","0.67"
"297023247","1123","43","62","45","0","160.94","0.20","0.05","0.32","0.49","0.90"
"298018338","1019","143","213","160","0","35.36",\N,"0.14","0.50","0.09","0.85"
"298459779","1401","203","441","275","2","49.26",\N,"0.10","0.36","0.11","0.54"
"298489056","203","97","255","66","3","18.96",\N,"0.04","0.36","0.24","0.95"
"299618434","163","19","75","0","0","58.48","0.05","0.01","1.00","0.28","0.85"
"299837277","3866","533","51","0","15","25.25",\N,"0.08","0.31","0.35","0.55"
"299837762","669","284","362","69","2","6.95",\N,"0.17","0.08","0.06","0.61"
"300796010","1128","396","1158","8","1","1.06",\N,"0.00","0.19","0.00","0.56"
"300838107","986","43","101","13","1","10.94",\N,"0.01","0.03","0.66","0.48"
"301919327","5385","308","310","97","6","3.46",\N,"0.21","0.63","0.18","1.09"
"302114763","638","139","176","1","2","22.58",\N,"0.03","0.25","0.15","0.53"
"303061039","277","57","97","1","1","60.94","0.05","0.02","0.56","0.45","0.41"
"304268784","35","15","111","1","0","13.21","0.24","0.00","0.29","0.24","0.95"
"305187907","4042","130","154","827","1","24.29",\N,"0.15","0.21","0.30","0.44"
"305386550","124","26","55","4","0","1.12",\N,"0.01","0.25","0.51","0.26"
"305476548","86","54","77","0","1","0.94","0.20","0.02","0.17","0.47","0.53"
"305551682","6532","181","237","70","1","472.47",\N,"0.04","0.16","0.11","1.55"
"305553835","108","13","28","2","0","17.06",\N,"0.03","0.84","0.03","0.70"
"307790129","899","77","344","0","0","311.85",\N,"0.00","1.50","0.46","0.64"
"308151060","1878","262","685","54","13","24.87",\N,"0.03","0.70","0.38","1.25"
"308672071","8639","348","491","412","5","35.29",\N,"0.08","0.53","0.11","0.70"
"309800578","842","77","200","3","0","59.76",\N,"0.01","0.56","0.10","0.69"
"310250028","1911","112","137","86","0","68.76",\N,"0.09","0.18","0.09","0.99"
"310401703","20","21","79","0","1","71.05",\N,"0.00","0.30","0.35","1.15"
"310496499","6652","383","1828","235","1","273.99",\N,"0.03","0.04","0.31","0.36"
"311394394","1587","57","276","84","2","27.23",\N,"0.01","0.77","0.28","0.75"
"311505461","24","71","259","5","18","6.63",\N,"0.04","0.54","0.42","0.42"
"312691936","4463","173","322","3621","3","51.52","0.13","0.05","0.29","0.17","1.11"
"314030119","1766","95","255","4","4","62.22",\N,"0.02","0.45","0.16","0.45"
"314922007","77","30","46","20","1","103.88",\N,"0.08","1.23","0.27","1.09"
"315436528","3119","426","653","344","1","18.81",\N,"0.06","0.40","0.04","0.56"
"317336535","2855","283","508","98","4","5.84","0.10","0.06","1.12","0.65","1.01"
"318661130","2642","207","868","39","4","10.00",\N,"0.01","0.35","0.22","0.99"
"318949971","392","54","72","3","1","1.73",\N,"0.01","0.24","0.87","0.58"
"319054277","1780","62","346","274","1","48.87",\N,"0.02","0.29","0.25","1.16"
"319091474","293","42","139","0","0","5.00",\N,"0.01","0.68","0.24","0.43"
"320669433","18611","295","49","1947","0","20.40",\N,"0.06","0.17","0.05","0.63"
"320880780","853","62","388","38","0","20.79",\N,"0.01","0.37","0.58","0.96"
"321257315","17","7","46","1","0","5.88","0.00","0.00","0.13","0.94","0.75"
"321266890","1843","262","323","98","4","24.18",\N,"0.02","0.46","0.06","0.50"
"321281383","2222","159","227","69","0","540.37",\N,"0.11","0.55","0.12","0.70"
"321282277","317","23","26","3","0","2.81","0.16","0.02","0.21","0.29","0.57"
"321425967","1171","1158","550","12","18","7.32",\N,"0.12","0.30","0.34","1.17"
"322051701","367","40","202","0","0","26.53",\N,"0.01","0.16","0.04","0.90"
"322587980","178","40","248","24","0","57.81",\N,"0.01","0.45","0.07","0.77"
"323379897","2069","131","356","336","2","14.60",\N,"0.05","0.38","0.14","0.66"
"323809354","373","83","211","0","2","16.09",\N,"0.01","0.47","0.27","0.56"
"323937090","2368","78","272","40","1","16.53",\N,"0.04","0.30","0.28","1.56"
"324440293","825","76","396","130","0","1610.06",\N,"0.01","0.46","0.07","0.89"
"325551297","173","12","41","2","0","4714.77",\N,"0.02","0.13","0.70","0.76"
"326054560","530","138","429","53","0","15.13",\N,"0.14","0.81","0.12","0.60"
"326716112","1073","94","457","87","1","33.65","0.20","0.06","0.18","0.05","0.92"
"327397233","608","76","213","1","0","47.20",\N,"0.01","0.43","0.07","0.94"
"327510902","266","39","180","7","0","97.10",\N,"0.00","0.53","0.36","0.62"
"327840186","457","70","92","26","0","53.57",\N,"0.01","0.59","0.17","0.82"
"327900613","8910","111437","4071","2214","54","2.88",\N,"0.52","0.33","0.07","0.42"
"328117388","1","1","42","0","0","0.00","0.00","0.00","1.00","0.00","1.00"
"328706026","8613","473","373","671","7","63.61",\N,"0.07","0.26","0.18","1.13"
"329008715","58","29","114","52","0","4014.39",\N,"0.00","0.41","0.13","0.86"
"329103684","1133","106","242","99","0","747.89",\N,"0.03","0.43","0.10","0.89"
"330202919","154","17","96","1","0","24.05",\N,"0.01","0.89","0.41","0.56"
"330327779","1225","60","289","66","0","34.86",\N,"0.07","0.23","0.11","1.41"
"331312863","998","328","1435","58","0","1026.14",\N,"0.04","0.80","0.32","0.54"
"331349150","1590","489","1997","259","0","28.19","0.17","0.08","0.05","0.40","0.46"
"331875962","1280","88","613","19","0","140.68",\N,"0.01","0.34","0.37","0.74"
"332389973","2391","332","351","27","0","160.71",\N,"0.03","0.58","0.11","0.97"
"332699729","301","49","84","95","0","43.88",\N,"0.02","1.14","0.20","0.89"
"333412049","685","57","161","10","4","18.53","0.05","0.08","0.31","0.48","0.28"
"333960904","2740","107","258","39","7","594.97",\N,"0.03","0.21","0.26","0.72"
"335208230","3098","59","165","587","0","104.60",\N,"0.04","0.39","0.06","1.05"
"335832794","1167","177","323","12","1","6.84",\N,"0.06","1.03","0.15","1.06"
"335837698","250","54","153","7","0","62.49",\N,"0.02","1.18","0.67","0.61"
"336406661","1681","148","232","6","0","106.54",\N,"0.05","0.44","0.31","1.33"
"337161930","3717","225","290","21","3","6.09",\N,"0.01","0.85","0.78","1.02"
"337321477","42","293","1527","0","6","0.55",\N,"0.07","1.57","0.81","0.14"
"338284756","199","31","121","1","0","72.96",\N,"0.00","0.55","0.22","1.10"
"338966793","1201","54","200","4","0","139.48","0.14","0.00","0.63","0.25","1.39"
"339058002","402","30","58","95","0","2514.07",\N,"0.23","0.58","0.20","0.90"
"339887833","83","38","26","0","1","6.00","0.35","0.00","0.48","0.46","0.82"
"340346783","2453","333","678","1510","2","15.78",\N,"0.24","0.32","0.04","0.97"
"340364061","6595","51","317","0","1","43.79",\N,"0.02","0.41","0.03","0.20"
"340396112","219","263","1627","4","6","64.03",\N,"0.00","0.33","0.62","0.97"
"340951450","991","55","100","9","0","23.27",\N,"0.01","0.48","0.03","0.86"
"341339579","2549","138","181","519","0","24.65",\N,"0.09","0.35","0.27","0.82"
"342957744","49","13","74","2","0","553.84","0.06","0.00","0.39","0.08","0.92"
"343307517","344","24","99","14","0","29.60",\N,"0.01","0.44","0.48","0.61"
"343473585","657","55","90","1","1","3.99",\N,"0.04","0.71","0.07","0.39"
"343931635","2327","70","151","207","0","56.04","0.15","0.03","0.65","0.36","0.78"
"344525772","2464","124","186","645","2","119.66",\N,"0.13","0.20","0.03","1.30"
"344675728","38","11","95","3","0","2.08","0.00","0.00","0.24","0.78","0.65"
"344780239","482","41","91","105","0","11.03","0.09","0.04","0.47","0.13","0.16"
"344955391","411","247","1253","11","0","25.52","0.12","0.01","0.58","0.21","0.42"
"346829273","812","113","578","8","0","2.61",\N,"0.02","0.08","0.43","0.47"
"347274232","1142","176","494","3","1","10.37",\N,"0.04","1.58","0.75","0.75"
"348430064","399","21","80","1","0","12.63",\N,"0.01","0.28","0.15","0.61"
"348981732","144","121","23","0","0","13.94",\N,"0.01","1.22","0.76","0.53"
"349204176","2437","1594","1994","363","10","71.95",\N,"0.17","0.21","0.13","0.98"
"349626625","6991","1001","614","2401","6","1825.94",\N,"0.06","0.71","0.04","1.24"
"349929809","1045","66","125","29","0","1.87",\N,"0.06","1.30","0.01","1.00"
"350160058","862","237","237","41","4","38.45",\N,"0.05","0.97","0.55","0.71"
"350244854","1181","80","279","0","1","732.39",\N,"0.04","0.44","0.04","0.92"
"350791585","106","27","192","7","0","197.18",\N,"0.01","0.37","0.38","0.95"
"351555225","17158","895","1012","157","11","19.73",\N,"0.07","0.39","0.26","1.19"
"353011489","2517","54","125","1","0","33.95",\N,"0.02","0.60","0.09","0.64"
"353254693","3","18","25","0","0","0.00","0.00","0.00","0.00","0.50","0.50"
"353608206","377","38","140","3","0","2268.44","0.09","0.01","0.29","0.25","0.39"
"353768504","11092","591","723","1318","4","4.81",\N,"0.24","0.29","0.06","0.74"
"354796858","92","24","118","4","0","13.45",\N,"0.05","0.29","0.04","0.68"
"354818247","635","28","77","46","0","11.75",\N,"0.02","0.11","0.73","0.34"
"355600495","2417","111","21","0","0","4.95",\N,"0.01","0.28","0.49","0.28"
"356979186","31925","2880","724","5524","98","2.46","0.53","0.23","0.32","0.16","1.64"
"357129429","1121","120","155","6","0","927.73",\N,"0.01","0.47","0.40","0.76"
"358733502","47","25","112","8","0","8.02",\N,"0.00","0.31","0.40","0.44"
"359370934","8","11","26","0","0","84.57","0.00","0.00","1.14","0.14","1.14"
"359926634","1421","30","84","121","0","135.94",\N,"0.07","0.39","0.06","0.28"
"360547500","8021","1082","1225","142","0","4546.69",\N,"0.01","0.30","0.22","0.69"
"361097511","18427","797","925","2431","10","18.58",\N,"0.14","0.71","0.09","1.27"
"361746019","253","47","122","2","0","1243.80",\N,"0.06","0.51","0.16","1.00"
"361784332","2032","184","632","14","0","14.47",\N,"0.01","0.29","0.16","0.86"
"362993719","231","102","203","1","1","5.11",\N,"0.00","0.20","0.22","0.88"
"363161920","27743","399","456","0","9","49.67","0.12","0.03","0.34","0.44","0.98"
"363251033","2177","178","648","186","0","56.22",\N,"0.08","0.61","0.16","1.57"
"363830865","2487","196","329","588","1","52.93",\N,"0.31","0.20","0.03","0.43"
"364111442","248","85","401","5","0","184.87",\N,"0.03","0.32","0.11","0.90"
"364277230","262","71","110","5","0","125.27",\N,"0.06","0.30","0.03","0.88"
"364323869","992","199","297","81","1","21.34",\N,"0.13","0.60","0.10","0.65"
